 masks images 1_Scab 2_Orange_peal 3_Through_hole 4_Imprint 5_Attrition 6_Rust 7_Scratch 8_Pollution 9_Mechanical_damage 10_Insects 11_Stripe 12_Dross 13_Other 14_Oil 15_Roller_print unique_labels
2199 D:\multilable_classification_metal\data\masks\K3_0172000000017667_5.npy D:\multilable_classification_metal\data\images\K3_0172000000017667_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2200 D:\multilable_classification_metal\data\masks\K3_0172000000017669_4.npy D:\multilable_classification_metal\data\images\K3_0172000000017669_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2201 D:\multilable_classification_metal\data\masks\K3_0172000000017673_3.npy D:\multilable_classification_metal\data\images\K3_0172000000017673_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2202 D:\multilable_classification_metal\data\masks\K3_0172000000017673_4.npy D:\multilable_classification_metal\data\images\K3_0172000000017673_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2203 D:\multilable_classification_metal\data\masks\K3_0172000000017675_3.npy D:\multilable_classification_metal\data\images\K3_0172000000017675_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2204 D:\multilable_classification_metal\data\masks\K3_0172000000017675_5.npy D:\multilable_classification_metal\data\images\K3_0172000000017675_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2205 D:\multilable_classification_metal\data\masks\K3_0172000000017677_2.npy D:\multilable_classification_metal\data\images\K3_0172000000017677_2.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2206 D:\multilable_classification_metal\data\masks\K3_0172000000017677_5.npy D:\multilable_classification_metal\data\images\K3_0172000000017677_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2207 D:\multilable_classification_metal\data\masks\K3_0172000000017679_4.npy D:\multilable_classification_metal\data\images\K3_0172000000017679_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2208 D:\multilable_classification_metal\data\masks\K3_0172000000017681_4.npy D:\multilable_classification_metal\data\images\K3_0172000000017681_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2209 D:\multilable_classification_metal\data\masks\K3_0172000000017681_5.npy D:\multilable_classification_metal\data\images\K3_0172000000017681_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2210 D:\multilable_classification_metal\data\masks\K3_0172000000017685_3.npy D:\multilable_classification_metal\data\images\K3_0172000000017685_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2211 D:\multilable_classification_metal\data\masks\K3_0172000000017685_4.npy D:\multilable_classification_metal\data\images\K3_0172000000017685_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2212 D:\multilable_classification_metal\data\masks\K3_0172000000017687_5.npy D:\multilable_classification_metal\data\images\K3_0172000000017687_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2213 D:\multilable_classification_metal\data\masks\K3_0172000000017693_4.npy D:\multilable_classification_metal\data\images\K3_0172000000017693_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2214 D:\multilable_classification_metal\data\masks\K3_0172000000017693_5.npy D:\multilable_classification_metal\data\images\K3_0172000000017693_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2215 D:\multilable_classification_metal\data\masks\K3_0172000000017695_4.npy D:\multilable_classification_metal\data\images\K3_0172000000017695_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2216 D:\multilable_classification_metal\data\masks\K3_0172000000017695_5.npy D:\multilable_classification_metal\data\images\K3_0172000000017695_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2217 D:\multilable_classification_metal\data\masks\K3_0172000000017701_4.npy D:\multilable_classification_metal\data\images\K3_0172000000017701_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2218 D:\multilable_classification_metal\data\masks\K3_0172000000017703_4.npy D:\multilable_classification_metal\data\images\K3_0172000000017703_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2219 D:\multilable_classification_metal\data\masks\K3_0172000000017707_3.npy D:\multilable_classification_metal\data\images\K3_0172000000017707_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2220 D:\multilable_classification_metal\data\masks\K3_0172000000017707_4.npy D:\multilable_classification_metal\data\images\K3_0172000000017707_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2221 D:\multilable_classification_metal\data\masks\K3_0172000000017713_0.npy D:\multilable_classification_metal\data\images\K3_0172000000017713_0.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 [14]
2222 D:\multilable_classification_metal\data\masks\K3_0172000000017713_1.npy D:\multilable_classification_metal\data\images\K3_0172000000017713_1.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 [14]
2223 D:\multilable_classification_metal\data\masks\K3_0172000000017717_2.npy D:\multilable_classification_metal\data\images\K3_0172000000017717_2.png 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 [3]
2224 D:\multilable_classification_metal\data\masks\K3_0172000000017719_4.npy D:\multilable_classification_metal\data\images\K3_0172000000017719_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2225 D:\multilable_classification_metal\data\masks\K3_0172000000017721_0.npy D:\multilable_classification_metal\data\images\K3_0172000000017721_0.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 [14]
2226 D:\multilable_classification_metal\data\masks\K3_0172000000017723_4.npy D:\multilable_classification_metal\data\images\K3_0172000000017723_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2227 D:\multilable_classification_metal\data\masks\K3_0172000000017725_4.npy D:\multilable_classification_metal\data\images\K3_0172000000017725_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2228 D:\multilable_classification_metal\data\masks\K3_0172000000017729_0.npy D:\multilable_classification_metal\data\images\K3_0172000000017729_0.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 [14]
2229 D:\multilable_classification_metal\data\masks\K3_0172000000017729_1.npy D:\multilable_classification_metal\data\images\K3_0172000000017729_1.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 [14]
2230 D:\multilable_classification_metal\data\masks\K3_0172000000017731_5.npy D:\multilable_classification_metal\data\images\K3_0172000000017731_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2231 D:\multilable_classification_metal\data\masks\K3_0172000000017735_3.npy D:\multilable_classification_metal\data\images\K3_0172000000017735_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2232 D:\multilable_classification_metal\data\masks\K3_0172000000017739_2.npy D:\multilable_classification_metal\data\images\K3_0172000000017739_2.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2233 D:\multilable_classification_metal\data\masks\K3_0172000000017739_3.npy D:\multilable_classification_metal\data\images\K3_0172000000017739_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2234 D:\multilable_classification_metal\data\masks\K3_0172000000017741_2.npy D:\multilable_classification_metal\data\images\K3_0172000000017741_2.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2235 D:\multilable_classification_metal\data\masks\K3_0172000000017741_3.npy D:\multilable_classification_metal\data\images\K3_0172000000017741_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2236 D:\multilable_classification_metal\data\masks\K3_0172000000017743_2.npy D:\multilable_classification_metal\data\images\K3_0172000000017743_2.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2237 D:\multilable_classification_metal\data\masks\K3_0172000000017743_3.npy D:\multilable_classification_metal\data\images\K3_0172000000017743_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2238 D:\multilable_classification_metal\data\masks\K3_0172000000017743_4.npy D:\multilable_classification_metal\data\images\K3_0172000000017743_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2239 D:\multilable_classification_metal\data\masks\K3_0172000000017745_2.npy D:\multilable_classification_metal\data\images\K3_0172000000017745_2.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2240 D:\multilable_classification_metal\data\masks\K3_0172000000017745_4.npy D:\multilable_classification_metal\data\images\K3_0172000000017745_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2241 D:\multilable_classification_metal\data\masks\K3_0172000000017747_4.npy D:\multilable_classification_metal\data\images\K3_0172000000017747_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2242 D:\multilable_classification_metal\data\masks\K3_0172000000017749_4.npy D:\multilable_classification_metal\data\images\K3_0172000000017749_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2243 D:\multilable_classification_metal\data\masks\K3_0172000000017749_5.npy D:\multilable_classification_metal\data\images\K3_0172000000017749_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2244 D:\multilable_classification_metal\data\masks\K3_0172000000017751_5.npy D:\multilable_classification_metal\data\images\K3_0172000000017751_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2245 D:\multilable_classification_metal\data\masks\K3_0172000000017757_5.npy D:\multilable_classification_metal\data\images\K3_0172000000017757_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2246 D:\multilable_classification_metal\data\masks\K3_0172000000017763_4.npy D:\multilable_classification_metal\data\images\K3_0172000000017763_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2247 D:\multilable_classification_metal\data\masks\K3_0172000000017763_5.npy D:\multilable_classification_metal\data\images\K3_0172000000017763_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2248 D:\multilable_classification_metal\data\masks\K3_0172000000017767_2.npy D:\multilable_classification_metal\data\images\K3_0172000000017767_2.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2249 D:\multilable_classification_metal\data\masks\K3_0172000000017767_3.npy D:\multilable_classification_metal\data\images\K3_0172000000017767_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2250 D:\multilable_classification_metal\data\masks\K3_0172000000017771_3.npy D:\multilable_classification_metal\data\images\K3_0172000000017771_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2251 D:\multilable_classification_metal\data\masks\K3_0172000000017771_4.npy D:\multilable_classification_metal\data\images\K3_0172000000017771_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2252 D:\multilable_classification_metal\data\masks\K3_0172000000017771_5.npy D:\multilable_classification_metal\data\images\K3_0172000000017771_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2253 D:\multilable_classification_metal\data\masks\K3_0172000000017773_5.npy D:\multilable_classification_metal\data\images\K3_0172000000017773_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2254 D:\multilable_classification_metal\data\masks\K3_0172000000017777_4.npy D:\multilable_classification_metal\data\images\K3_0172000000017777_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2255 D:\multilable_classification_metal\data\masks\K3_0172000000017777_5.npy D:\multilable_classification_metal\data\images\K3_0172000000017777_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2256 D:\multilable_classification_metal\data\masks\K3_0172000000017779_4.npy D:\multilable_classification_metal\data\images\K3_0172000000017779_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2257 D:\multilable_classification_metal\data\masks\K3_0172000000017779_5.npy D:\multilable_classification_metal\data\images\K3_0172000000017779_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2258 D:\multilable_classification_metal\data\masks\K3_0172000000017781_3.npy D:\multilable_classification_metal\data\images\K3_0172000000017781_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2259 D:\multilable_classification_metal\data\masks\K3_0172000000017781_4.npy D:\multilable_classification_metal\data\images\K3_0172000000017781_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2260 D:\multilable_classification_metal\data\masks\K3_0172000000017783_4.npy D:\multilable_classification_metal\data\images\K3_0172000000017783_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2261 D:\multilable_classification_metal\data\masks\K3_0172000000017791_4.npy D:\multilable_classification_metal\data\images\K3_0172000000017791_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2262 D:\multilable_classification_metal\data\masks\K3_0172000000017793_4.npy D:\multilable_classification_metal\data\images\K3_0172000000017793_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2263 D:\multilable_classification_metal\data\masks\K3_0172000000017797_2.npy D:\multilable_classification_metal\data\images\K3_0172000000017797_2.png 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 [4]
2264 D:\multilable_classification_metal\data\masks\K3_0172000000017799_3.npy D:\multilable_classification_metal\data\images\K3_0172000000017799_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2265 D:\multilable_classification_metal\data\masks\K3_0172000000017799_4.npy D:\multilable_classification_metal\data\images\K3_0172000000017799_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2266 D:\multilable_classification_metal\data\masks\K3_0172000000017801_2.npy D:\multilable_classification_metal\data\images\K3_0172000000017801_2.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2267 D:\multilable_classification_metal\data\masks\K3_0172000000017801_3.npy D:\multilable_classification_metal\data\images\K3_0172000000017801_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2268 D:\multilable_classification_metal\data\masks\K3_0172000000017803_2.npy D:\multilable_classification_metal\data\images\K3_0172000000017803_2.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2269 D:\multilable_classification_metal\data\masks\K3_0172000000017803_3.npy D:\multilable_classification_metal\data\images\K3_0172000000017803_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2270 D:\multilable_classification_metal\data\masks\K3_0172000000017803_5.npy D:\multilable_classification_metal\data\images\K3_0172000000017803_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 "[12, 13]"
2271 D:\multilable_classification_metal\data\masks\K3_0172000000017805_0.npy D:\multilable_classification_metal\data\images\K3_0172000000017805_0.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 [14]
2272 D:\multilable_classification_metal\data\masks\K3_0172000000017805_1.npy D:\multilable_classification_metal\data\images\K3_0172000000017805_1.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 [14]
2273 D:\multilable_classification_metal\data\masks\K3_0172000000017813_0.npy D:\multilable_classification_metal\data\images\K3_0172000000017813_0.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 [14]
2274 D:\multilable_classification_metal\data\masks\K3_0172000000017815_5.npy D:\multilable_classification_metal\data\images\K3_0172000000017815_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2275 D:\multilable_classification_metal\data\masks\K3_0172000000017819_0.npy D:\multilable_classification_metal\data\images\K3_0172000000017819_0.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 [14]
2276 D:\multilable_classification_metal\data\masks\K3_0172000000017819_1.npy D:\multilable_classification_metal\data\images\K3_0172000000017819_1.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 [14]
2277 D:\multilable_classification_metal\data\masks\K3_0172000000017819_4.npy D:\multilable_classification_metal\data\images\K3_0172000000017819_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2278 D:\multilable_classification_metal\data\masks\K3_0172000000017819_5.npy D:\multilable_classification_metal\data\images\K3_0172000000017819_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2279 D:\multilable_classification_metal\data\masks\K3_0172000000017823_5.npy D:\multilable_classification_metal\data\images\K3_0172000000017823_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2280 D:\multilable_classification_metal\data\masks\K3_0172000000017825_5.npy D:\multilable_classification_metal\data\images\K3_0172000000017825_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2281 D:\multilable_classification_metal\data\masks\K3_0172000000017827_2.npy D:\multilable_classification_metal\data\images\K3_0172000000017827_2.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2282 D:\multilable_classification_metal\data\masks\K3_0172000000017827_4.npy D:\multilable_classification_metal\data\images\K3_0172000000017827_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2283 D:\multilable_classification_metal\data\masks\K3_0172000000017827_5.npy D:\multilable_classification_metal\data\images\K3_0172000000017827_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2284 D:\multilable_classification_metal\data\masks\K3_0172000000017829_4.npy D:\multilable_classification_metal\data\images\K3_0172000000017829_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2285 D:\multilable_classification_metal\data\masks\K3_0172000000017829_5.npy D:\multilable_classification_metal\data\images\K3_0172000000017829_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2286 D:\multilable_classification_metal\data\masks\K3_0172000000017839_5.npy D:\multilable_classification_metal\data\images\K3_0172000000017839_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2287 D:\multilable_classification_metal\data\masks\K3_0172000000017841_4.npy D:\multilable_classification_metal\data\images\K3_0172000000017841_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2288 D:\multilable_classification_metal\data\masks\K3_0172000000017843_4.npy D:\multilable_classification_metal\data\images\K3_0172000000017843_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2289 D:\multilable_classification_metal\data\masks\K3_0172000000017847_3.npy D:\multilable_classification_metal\data\images\K3_0172000000017847_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2290 D:\multilable_classification_metal\data\masks\K3_0172000000017847_4.npy D:\multilable_classification_metal\data\images\K3_0172000000017847_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2291 D:\multilable_classification_metal\data\masks\K3_0172000000017849_3.npy D:\multilable_classification_metal\data\images\K3_0172000000017849_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2292 D:\multilable_classification_metal\data\masks\K3_0172000000017849_4.npy D:\multilable_classification_metal\data\images\K3_0172000000017849_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2293 D:\multilable_classification_metal\data\masks\K3_0172000000017851_3.npy D:\multilable_classification_metal\data\images\K3_0172000000017851_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2294 D:\multilable_classification_metal\data\masks\K3_0172000000017857_4.npy D:\multilable_classification_metal\data\images\K3_0172000000017857_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2295 D:\multilable_classification_metal\data\masks\K3_0172000000017857_5.npy D:\multilable_classification_metal\data\images\K3_0172000000017857_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2296 D:\multilable_classification_metal\data\masks\K3_0172000000017859_5.npy D:\multilable_classification_metal\data\images\K3_0172000000017859_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2297 D:\multilable_classification_metal\data\masks\K3_0172000000017871_3.npy D:\multilable_classification_metal\data\images\K3_0172000000017871_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2298 D:\multilable_classification_metal\data\masks\K3_0172000000017871_4.npy D:\multilable_classification_metal\data\images\K3_0172000000017871_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2299 D:\multilable_classification_metal\data\masks\K3_0172000000017873_3.npy D:\multilable_classification_metal\data\images\K3_0172000000017873_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2300 D:\multilable_classification_metal\data\masks\K3_0172000000017873_4.npy D:\multilable_classification_metal\data\images\K3_0172000000017873_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2301 D:\multilable_classification_metal\data\masks\K3_0172000000017875_3.npy D:\multilable_classification_metal\data\images\K3_0172000000017875_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2302 D:\multilable_classification_metal\data\masks\K3_0172000000017875_4.npy D:\multilable_classification_metal\data\images\K3_0172000000017875_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2303 D:\multilable_classification_metal\data\masks\K3_0172000000017875_5.npy D:\multilable_classification_metal\data\images\K3_0172000000017875_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
2304 D:\multilable_classification_metal\data\masks\K3_0172000000017877_5.npy D:\multilable_classification_metal\data\images\K3_0172000000017877_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
